['所属小区:碧桂园城市花园', '房屋户型:3室2厅1卫', '房屋单价:15944元/m²', '所在位置:增城－朱村－朱村街', '建筑面积:94.1平方米', '参考首付:45.00万', '建造年代:2014年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:中层(共18层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满二年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:美悦湾', '房屋户型:3室2厅2卫', '房屋单价:15540元/m²', '所在位置:黄埔－开发区东－丽江街1号', '建筑面积:90.1平方米', '参考首付:42.00万', '建造年代:2013年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:中层(共28层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:紫薇苑', '房屋户型:2室1厅1卫', '房屋单价:23610元/m²', '所在位置:白云－同德围－德康路', '建筑面积:76.2平方米', '参考首付:54.00万', '建造年代:2000年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:中层(共9层)', '装修程度:精装修', '产权年限:70年', '配套电梯:无', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:南洲花苑C区', '房屋户型:2室2厅1卫', '房屋单价:31746元/m²', '所在位置:海珠－南洲－南洲北路', '建筑面积:63平方米', '参考首付:60.00万', '建造年代:1998年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:中层(共9层)', '装修程度:精装修', '产权年限:70年', '配套电梯:无', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:雅居乐雍华廷', '房屋户型:4室2厅1卫', '房屋单价:23022元/m²', '所在位置:花都－新区－凤凰北路32号', '建筑面积:139平方米', '参考首付:96.00万', '建造年代:2008年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:低层(共12层)', '装修程度:豪华装修', '产权年限:70年', '配套电梯:有', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:江南新苑', '房屋户型:2室2厅1卫', '房屋单价:46757元/m²', '所在位置:海珠－新港西－新港西路40号', '建筑面积:74平方米', '参考首付:103.80万', '建造年代:2010年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:中层(共31层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:亚运城媒体村南区', '房屋户型:2室2厅1卫', '房屋单价:22764元/m²', '所在位置:番禺－亚运村－兴亚二路', '建筑面积:74.7平方米', '参考首付:51.00万', '建造年代:2010年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:中层(共18层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:金众西关海', '房屋户型:4室2厅3卫', '房屋单价:43866元/m²', '所在位置:荔湾－南岸路－南岸路23号', '建筑面积:193.8平方米', '参考首付:255.00万', '建造年代:2016年', '房屋朝向:南北', '房屋类型:普通住宅', '所在楼层:中层(共44层)', '装修程度:豪华装修', '产权年限:70年', '配套电梯:有', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:奥园春晓', '房屋户型:2室2厅1卫', '房屋单价:27062元/m²', '所在位置:萝岗－萝岗－长岭路', '建筑面积:76.9平方米', '参考首付:62.40万', '建造年代:2014年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:低层(共25层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满二年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:金德苑小区', '房屋户型:3室1厅1卫', '房屋单价:30686元/m²', '所在位置:白云－同德围－明德街', '建筑面积:55.4平方米', '参考首付:51.00万', '建造年代:2000年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:低层(共9层)', '装修程度:精装修', '产权年限:70年', '配套电梯:无', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:越秀滨海珺城', '房屋户型:2室2厅1卫', '房屋单价:22619元/m²', '所在位置:南沙－金洲－环市大道西', '建筑面积:88.4平方米', '参考首付:60.00万', '建造年代:2014年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:中层(共23层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满二年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:深业江悦湾', '房屋户型:4室2厅3卫', '房屋单价:29246元/m²', '所在位置:白云－金沙洲－彩滨北路8号', '建筑面积:188.1平方米', '参考首付:165.00万', '建造年代:2013年', '房屋朝向:东南', '房屋类型:普通住宅', '所在楼层:高层(共8层)', '装修程度:毛坯', '产权年限:70年', '配套电梯:有', '房本年限:满二年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:丽康居教师新村', '房屋户型:2室2厅1卫', '房屋单价:27133元/m²', '所在位置:白云－同德围－德康路75号', '建筑面积:73.7平方米', '参考首付:60.00万', '建造年代:2000年', '房屋朝向:东', '房屋类型:普通住宅', '所在楼层:中层(共9层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满二年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:凤馨苑(碧桂园凤凰城)', '房屋户型:3室2厅2卫', '房屋单价:23514元/m²', '所在位置:增城－凤凰城－凤凰城大道', '建筑面积:96.5平方米', '参考首付:68.10万', '建造年代:2010年', '房屋朝向:东', '房屋类型:普通住宅', '所在楼层:中层(共18层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:京溪尚苑', '房屋户型:3室1厅1卫', '房屋单价:29487元/m²', '所在位置:白云－京溪－京溪路20号', '建筑面积:78平方米', '参考首付:69.00万', '建造年代:2002年', '房屋朝向:南北', '房屋类型:普通住宅', '所在楼层:高层(共9层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:恒大御府', '房屋户型:3室2厅1卫', '房屋单价:40662元/m²', '所在位置:白云－梅花园－怡新路', '建筑面积:90平方米', '参考首付:109.80万', '建造年代:2015年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:中层(共30层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满二年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:东湖铭泰公馆', '房屋户型:2室1厅1卫', '房屋单价:24222元/m²', '所在位置:越秀－东湖－东湖西路永胜中沙4-5号', '建筑面积:45平方米', '参考首付:32.70万', '建造年代:2014年', '房屋朝向:西', '房屋类型:别墅', '所在楼层:中层(共22层)', '装修程度:精装修', '产权年限:40年', '配套电梯:有', '房本年限:满五年', '产权性质:商住两用', '唯一住房:否', '一手房源:否']
['所属小区:星海花园(保利西海岸)', '房屋户型:3室2厅1卫', '房屋单价:30612元/m²', '所在位置:白云－金沙洲－彩滨北路', '建筑面积:98平方米', '参考首付:90.00万', '建造年代:2010年', '房屋朝向:东南', '房屋类型:普通住宅', '所在楼层:低层(共11层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满二年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:方圆大学时光', '房屋户型:3室2厅1卫', '房屋单价:25556元/m²', '所在位置:番禺－大学城－中七路66号', '建筑面积:90平方米', '参考首付:69.00万', '建造年代:2012年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:低层(共18层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:合景天峻', '房屋户型:3室2厅1卫', '房屋单价:8876元/m²', '所在位置:萝岗－知识城－九龙大道', '建筑面积:89平方米', '参考首付:23.70万', '建造年代:2016年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:中层(共32层)', '装修程度:豪华装修', '产权年限:70年', '配套电梯:有', '房本年限:满二年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:时代紫林', '房屋户型:3室2厅2卫', '房屋单价:15073元/m²', '所在位置:花都－新区－芙蓉大道北16号', '建筑面积:96.2平方米', '参考首付:43.50万', '建造年代:2018年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:中层(共29层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:不满二年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:南沙碧桂园天玺湾', '房屋户型:2室2厅1卫', '房屋单价:21930元/m²', '所在位置:南沙－进港大道－进港大道', '建筑面积:73平方米', '参考首付:48.00万', '建造年代:2012年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:中层(共30层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:中森茗苑', '房屋户型:3室2厅2卫', '房屋单价:17269元/m²', '所在位置:增城－新塘－石新大道168号', '建筑面积:86.9平方米', '参考首付:45.00万', '建造年代:2017年', '房屋朝向:西南', '房屋类型:普通住宅', '所在楼层:中层(共32层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:不满二年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:是']
['所属小区:阳光都会广场', '房屋户型:3室2厅2卫', '房屋单价:50926元/m²', '所在位置:天河－岗顶－石牌东路133号', '建筑面积:108平方米', '参考首付:165.00万', '建造年代:2007年', '房屋朝向:西南', '房屋类型:普通住宅', '所在楼层:低层(共20层)', '装修程度:简单装修', '产权年限:70年', '配套电梯:有', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:叠翠苑', '房屋户型:3室2厅1卫', '房屋单价:18280元/m²', '所在位置:海珠－沙园－昌岗南街50号', '建筑面积:93平方米', '参考首付:51.00万', '建造年代:2016年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:中层(共12层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满二年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:聚龙明珠花园', '房屋户型:5室2厅4卫', '房屋单价:79967元/m²', '所在位置:越秀－二沙岛－大通路', '建筑面积:300平方米', '参考首付:719.70万', '建造年代:2002年', '房屋朝向:南北', '房屋类型:普通住宅', '所在楼层:高层(共7层)', '装修程度:精装修', '产权年限:70年', '配套电梯:无', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:金众西关海', '房屋户型:4室2厅3卫', '房屋单价:40138元/m²', '所在位置:荔湾－南岸路－南岸路23号', '建筑面积:157平方米', '参考首付:189.00万', '建造年代:2012年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:中层(共32层)', '装修程度:豪华装修', '产权年限:70年', '配套电梯:有', '房本年限:不满二年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:是']
['所属小区:万科春风十里', '房屋户型:3室2厅2卫', '房屋单价:19417元/m²', '所在位置:增城－朱村－朱村大道东72号', '建筑面积:98.9平方米', '参考首付:57.60万', '建造年代:2017年', '房屋朝向:东南', '房屋类型:普通住宅', '所在楼层:低层(共32层)', '装修程度:精装修', '产权年限:70年', '配套电梯:无', '房本年限:满二年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:会展世界城', '房屋户型:3室2厅2卫', '房屋单价:60938元/m²', '所在位置:海珠－琶洲－新港东路', '建筑面积:128平方米', '参考首付:234.00万', '建造年代:2014年', '房屋朝向:南北', '房屋类型:普通住宅', '所在楼层:高层(共8层)', '装修程度:豪华装修', '产权年限:70年', '配套电梯:有', '房本年限:满二年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:祈福万景峰', '房屋户型:3室2厅2卫', '房屋单价:19646元/m²', '所在位置:花都－铁路西－新街大道中', '建筑面积:101.8平方米', '参考首付:60.00万', '建造年代:2012年', '房屋朝向:南北', '房屋类型:普通住宅', '所在楼层:高层(共27层)', '装修程度:毛坯', '产权年限:70年', '配套电梯:有', '房本年限:满二年', '产权性质:商品房住宅', '唯一住房:否', '一手房源:否']
['所属小区:观园壹号', '房屋户型:3室2厅2卫', '房屋单价:10707元/m²', '所在位置:增城－增城周边－观园北街16号', '建筑面积:110.2平方米', '参考首付:35.40万', '建造年代:2012年', '房屋朝向:东南', '房屋类型:普通住宅', '所在楼层:中层(共30层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
